Discrete Queue Name,ProducerName,ConsumerName,Primary App_Full_Name,PrimaryAppDisp,PrimaryAppRole,Primary Application Id,q_type,Primary Neighborhood,Primary Hosting Type,Primary Data classification,Primary Enterprise Critical Payment Application,Primary PCI,Primary Publicly Accessible,Primary TRTC,queue_manager_name,app_id,line_of_business,cluster_name,cluster_namelist,def_persistence,def_put_response,inhibit_get,inhibit_put,remote_q_mgr_name,remote_q_name,usage,xmit_q_name,Neighborhood
QQFK.9ASM.EVT,Sirius Notification Hub,Aldebaran Rate Engine,Sirius Notification Hub,"Full App Retire, Mainframe",Producer,QQFK,Remote,Mainframe,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WRX2B,QQFK,TECHCCIBT,TECHCORE,TECHCORE,No,Asynchronous,0,Enabled,WS27,QQFK.9ASM.EVT.WS27,0,QQFK.WS27,Mainframe
QQFK.9ASM.EVT,Sirius Notification Hub,Aldebaran Rate Engine,Aldebaran Rate Engine,Mainframe,Consumer,9ASM,Remote,Mainframe,Internal,Public,No,No,Yes,01= 30 Minutes to 2 Hours,WS27,9ASM,TECHFIN,TECHCORE,TECHCORE,No,Asynchronous,Enabled,0,WS27,QQFK.9ASM.EVT.WS27,Normal,QQFK.WS27,Mainframe
PPNP.8BNP.RESP,Pluto Fraud Detection,Sirius Notification Hub,Pluto Fraud Detection,"Full App Retire, Mainframe",Producer,PPNP,Remote,Public Cloud,Internal,Confidential,No,No,No,02= 2 Hours to 4 Hours,WL6EX2B,PPNP,TECHCT,TECHRISK,TECHRISK,No,Asynchronous,Enabled,Enabled,WSR2D,PPNP.8BNP.RESP.WSR2,0,PPNP.WSR2D,Public Cloud
PPNP.8BNP.RESP,Pluto Fraud Detection,Sirius Notification Hub,Sirius Notification Hub,"Private IaaS, Private PaaS",Consumer,8BNP,Remote,Mainframe,Internal,Restricted,No,Yes,No,01= 30 Minutes to 2 Hours,WSR2D,8BNP,TECHCCIBT,TECHRISK,TECHRISK,No,Asynchronous,Enabled,Enabled,WSR2D,PPNP.8BNP.RESP.WSR2,Normal,PPNP.WSR2D,Mainframe
8ADV.ABSM.ALERT,Mercury Trade Settlement,Hdc - Hdxknvlr Kavk & Hncvympqf,Mercury Trade Settlement,"Full App Retire, Mainframe",Producer,8ADV,Local,Mainframe,External,Restricted,Yes,Yes,No,02= 2 Hours to 4 Hours,WQ27,8ADV,TECHCCIBT,TECHRISK,TECHRISK,No,Asynchronous,0,0,,,Normal,,Mainframe
8ADV.ABSM.ALERT,Mercury Trade Settlement,Hdc - Hdxknvlr Kavk & Hncvympqf,Hdc - Hdxknvlr Kavk & Hncvympqf,Private PaaS,Consumer,ABSM,Local,Public Cloud,Internal,Internal Use,Yes,No,No,02= 2 Hours to 4 Hours,WQ27,ABSM,TECHSEC,TECHRISK,TECHRISK,No,Asynchronous,Enabled,0,,,0,,Public Cloud
8CRX.EFLT.STAT,Polaris Config Manager,Polaris Config Manager,Polaris Config Manager,"Full App Retire, Mainframe",Producer,8CRX,Remote,Mainframe,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,8CRX,TECHSEC,TECHCORE,TECHCORE,Yes,Synchronous,0,0,WL6ER2F,8CRX.EFLT.STAT.WL6E,Normal,8CRX.WL6ER2F,Mainframe
8CRX.EFLT.STAT,Polaris Config Manager,Polaris Config Manager,Polaris Config Manager,"Full App Retire, Mainframe",Consumer,EFLT,Remote,Mainframe,External,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6ER2F,EFLT,TECHRISK,TECHCORE,TECHCORE,Yes,Synchronous,Enabled,Enabled,WL6ER2F,8CRX.EFLT.STAT.WL6E,0,8CRX.WL6ER2F,Mainframe
WX.8CDV.CTRL,Deneb Message Router,Capella Audit Logger,Deneb Message Router,Private IaaS,Producer,WX,Remote,Mainframe,Internal,Internal Use,No,No,Yes,01= 30 Minutes to 2 Hours,WQX2C,WX,TECHCCIBT,TECHCORE,TECHCORE,No,Asynchronous,Enabled,0,WL6E26,WX.8CDV.CTRL.WL6E,0,WX.WL6E26,Mainframe
WX.8CDV.CTRL,Deneb Message Router,Capella Audit Logger,Capella Audit Logger,Private PaaS,Consumer,8CDV,Remote,Mainframe,Internal,Internal Use,Yes,No,Yes,05= 1 to 3 Days,WL6E26,8CDV,TECHCCIBT,TECHCORE,TECHCORE,No,Asynchronous,Enabled,Enabled,WL6E26,WX.8CDV.CTRL.WL6E,Normal,WX.WL6E26,Mainframe
WXNP.PP.DAT,Aldebaran Rate Engine,Mercury Trade Settlement,Aldebaran Rate Engine,"Private IaaS, Private PaaS",Producer,WXNP,Remote,Private IaaS,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,WXNP,TECHCT,TECHCCIBT,TECHCCIBT,Yes,Synchronous,Enabled,Enabled,WL6F31,WXNP.PP.DAT.WL6F,0,WXNP.WL6F31,Private IaaS
WXNP.PP.DAT,Aldebaran Rate Engine,Mercury Trade Settlement,Mercury Trade Settlement,Private IaaS,Consumer,PP,Remote,Mainframe,Internal,Restricted,No,No,No,04= 12 to 24 Hours,WL6F31,PP,TECHSEC,TECHCCIBT,TECHCCIBT,Yes,Synchronous,Enabled,Enabled,WL6F31,WXNP.PP.DAT.WL6F,Normal,WXNP.WL6F31,Mainframe
9ANP.WXFK.ERR,Fomalhaut Market Data,Polaris Config Manager,Fomalhaut Market Data,Public Cloud,Producer,9ANP,Remote,Private IaaS,Internal,Confidential,No,No,No,01= 30 Minutes to 2 Hours,WL6E27,9ANP,TECHRISK,TECHCORE,TECHCORE,Yes,Synchronous,0,0,WSX2B,9ANP.WXFK.ERR.WSX2,Normal,9ANP.WSX2B,Private IaaS
9ANP.WXFK.ERR,Fomalhaut Market Data,Polaris Config Manager,Polaris Config Manager,Private PaaS,Consumer,WXFK,Remote,Mainframe,Internal,Confidential,No,No,No,03= 4:01 to 11:59 Hours,WSX2B,WXFK,TECHFIN,TECHCORE,TECHCORE,Yes,Synchronous,0,Enabled,WSX2B,9ANP.WXFK.ERR.WSX2,0,9ANP.WSX2B,Mainframe
CDDV.YZLT.ALERT,Sirius Notification Hub,Fomalhaut Market Data,Sirius Notification Hub,"Private IaaS, Private PaaS",Producer,CDDV,Remote,Private PaaS,Internal,Internal Use,Yes,No,No,04= 12 to 24 Hours,WL6F27,CDDV,TECHRISK,TECHRISK,TECHRISK,No,Synchronous,Enabled,Enabled,WS29,CDDV.YZLT.ALERT.WS29,0,CDDV.WS29,Private PaaS
CDDV.YZLT.ALERT,Sirius Notification Hub,Fomalhaut Market Data,Fomalhaut Market Data,"Full App Retire, Mainframe",Consumer,YZLT,Remote,Mainframe,External,Confidential,No,No,No,00= 0-30 Minutes,WS29,YZLT,TECHOPS,TECHRISK,TECHRISK,No,Synchronous,0,Enabled,WS29,CDDV.YZLT.ALERT.WS29,0,CDDV.WS29,Mainframe
8CFK.9ARX.BATCH,Altair Reporting Engine,Spica Reconciliation,Altair Reporting Engine,Public Cloud,Producer,8CFK,Remote,Mainframe,Internal,Confidential,Yes,No,No,03= 4:01 to 11:59 Hours,WL6FX2A,8CFK,TECHOPS,TECHFIN,TECHFIN,Yes,Asynchronous,0,Enabled,WL6F31,8CFK.9ARX.BATCH.WL6F,Normal,8CFK.WL6F31,Mainframe
8CFK.9ARX.BATCH,Altair Reporting Engine,Spica Reconciliation,Spica Reconciliation,Private PaaS,Consumer,9ARX,Remote,Private IaaS,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WL6F31,9ARX,TECHCCIBT,TECHFIN,TECHFIN,Yes,Asynchronous,Enabled,0,WL6F31,8CFK.9ARX.BATCH.WL6F,0,8CFK.WL6F31,Private IaaS
8BFK.PPRX.CMD,Jupiter Order Management,Mars Portfolio Tracker,Jupiter Order Management,Private PaaS,Producer,8BFK,Remote,Private IaaS,External,Public,No,No,No,00= 0-30 Minutes,WSR2C,8BFK,TECHCCIBT,TECHCORE,TECHCORE,No,Asynchronous,0,0,WR29,8BFK.PPRX.CMD.WR29,Normal,8BFK.WR29,Private IaaS
8BFK.PPRX.CMD,Jupiter Order Management,Mars Portfolio Tracker,Mars Portfolio Tracker,Private PaaS,Consumer,PPRX,Remote,Public Cloud,External,Internal Use,No,No,No,00= 0-30 Minutes,WR29,PPRX,TECHFIN,TECHCORE,TECHCORE,No,Asynchronous,0,Enabled,WR29,8BFK.PPRX.CMD.WR29,Normal,8BFK.WR29,Public Cloud
YZLT.TTLT.NTFY,Fomalhaut Market Data,Neptune Risk Analytics,Fomalhaut Market Data,"Full App Retire, Mainframe",Producer,YZLT,Remote,Mainframe,External,Confidential,No,No,No,00= 0-30 Minutes,WS29,YZLT,TECHOPS,TECHFIN,TECHFIN,Yes,Synchronous,Enabled,0,WL6ER2F,YZLT.TTLT.NTFY.WL6E,0,YZLT.WL6ER2F,Mainframe
YZLT.TTLT.NTFY,Fomalhaut Market Data,Neptune Risk Analytics,Neptune Risk Analytics,Private IaaS,Consumer,TTLT,Remote,Private IaaS,External,Public,No,No,Yes,04= 12 to 24 Hours,WL6ER2F,TTLT,TECHCCIBT,TECHFIN,TECHFIN,Yes,Synchronous,0,Enabled,WL6ER2F,YZLT.TTLT.NTFY.WL6E,0,YZLT.WL6ER2F,Private IaaS
8CNP.PPNP.RPT,Arcturus Cache Service,Pluto Fraud Detection,Arcturus Cache Service,Public Cloud,Producer,8CNP,Remote,Mainframe,Internal,Confidential,Yes,No,No,04= 12 to 24 Hours,WL6GR2C,8CNP,TECHSEC,TECHOPS,TECHOPS,No,Asynchronous,0,Enabled,WL6EX2B,8CNP.PPNP.RPT.WL6E,0,8CNP.WL6EX2B,Mainframe
8CNP.PPNP.RPT,Arcturus Cache Service,Pluto Fraud Detection,Pluto Fraud Detection,"Full App Retire, Mainframe",Consumer,PPNP,Remote,Public Cloud,Internal,Confidential,No,No,No,02= 2 Hours to 4 Hours,WL6EX2B,PPNP,TECHCT,TECHOPS,TECHOPS,No,Asynchronous,Enabled,0,WL6EX2B,8CNP.PPNP.RPT.WL6E,Normal,8CNP.WL6EX2B,Public Cloud
WXFK.TTDV.RESP,Polaris Config Manager,Jupiter Order Management,Polaris Config Manager,Private PaaS,Producer,WXFK,Local,Mainframe,Internal,Confidential,No,No,No,03= 4:01 to 11:59 Hours,WSX2B,WXFK,TECHFIN,TECHFIN,TECHFIN,Yes,Synchronous,Enabled,0,,,0,,Mainframe
WXFK.TTDV.RESP,Polaris Config Manager,Jupiter Order Management,Jupiter Order Management,Mainframe,Consumer,TTDV,Local,Private IaaS,Internal,Restricted,No,No,No,02= 2 Hours to 4 Hours,WSX2B,TTDV,TECHOPS,TECHFIN,TECHFIN,Yes,Synchronous,0,0,,,Normal,,Private IaaS
WXNP.9ADV.BATCH,Aldebaran Rate Engine,Regulus Position Keeper,Aldebaran Rate Engine,"Private IaaS, Private PaaS",Producer,WXNP,Remote,Private IaaS,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,WXNP,TECHCT,TECHPAY,TECHPAY,Yes,Asynchronous,Enabled,Enabled,WL6EX2B,WXNP.9ADV.BATCH.WL6E,Normal,WXNP.WL6EX2B,Private IaaS
WXNP.9ADV.BATCH,Aldebaran Rate Engine,Regulus Position Keeper,Regulus Position Keeper,"Private IaaS, Private PaaS",Consumer,9ADV,Remote,Private IaaS,Internal,Public,No,No,Yes,00= 0-30 Minutes,WL6EX2B,9ADV,TECHRISK,TECHPAY,TECHPAY,Yes,Asynchronous,0,Enabled,WL6EX2B,WXNP.9ADV.BATCH.WL6E,Normal,WXNP.WL6EX2B,Private IaaS
SSSM.8BSM.SYNC,Canopus Trade Capture,Mars Portfolio Tracker,Canopus Trade Capture,Private PaaS,Producer,SSSM,Remote,Public Cloud,Internal,Internal Use,No,No,No,01= 30 Minutes to 2 Hours,WL6E30,SSSM,TECHSEC,TECHCT,TECHCT,Yes,Asynchronous,Enabled,Enabled,WL6FR2D,SSSM.8BSM.SYNC.WL6F,Normal,SSSM.WL6FR2D,Public Cloud
SSSM.8BSM.SYNC,Canopus Trade Capture,Mars Portfolio Tracker,Mars Portfolio Tracker,Private PaaS,Consumer,8BSM,Remote,Mainframe,External,Confidential,No,No,No,00= 0-30 Minutes,WL6FR2D,8BSM,TECHCT,TECHCT,TECHCT,Yes,Asynchronous,0,Enabled,WL6FR2D,SSSM.8BSM.SYNC.WL6F,0,SSSM.WL6FR2D,Mainframe
PPDV.EFDV.SYNC,Venus Client Onboarding,Arcturus Cache Service,Venus Client Onboarding,Private IaaS,Producer,PPDV,Remote,Private PaaS,External,Public,No,No,No,05= 1 to 3 Days,WS26,PPDV,TECHCCIBT,TECHRISK,TECHRISK,No,Asynchronous,0,Enabled,WL6EX2A,PPDV.EFDV.SYNC.WL6E,0,PPDV.WL6EX2A,Private PaaS
PPDV.EFDV.SYNC,Venus Client Onboarding,Arcturus Cache Service,Arcturus Cache Service,Private IaaS,Consumer,EFDV,Remote,Private PaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6EX2A,EFDV,TECHCCIBT,TECHRISK,TECHRISK,No,Asynchronous,Enabled,0,WL6EX2A,PPDV.EFDV.SYNC.WL6E,Normal,PPDV.WL6EX2A,Private PaaS
8CFK.9BNP.EVT,Altair Reporting Engine,Krypton Payment Gateway,Altair Reporting Engine,Public Cloud,Producer,8CFK,Remote,Mainframe,Internal,Confidential,Yes,No,No,03= 4:01 to 11:59 Hours,WL6FX2A,8CFK,TECHOPS,TECHOPS,TECHOPS,Yes,Synchronous,0,Enabled,WL6E27,8CFK.9BNP.EVT.WL6E,Normal,8CFK.WL6E27,Mainframe
8CFK.9BNP.EVT,Altair Reporting Engine,Krypton Payment Gateway,Krypton Payment Gateway,Private IaaS,Consumer,9BNP,Remote,Private IaaS,External,Public,Yes,Yes,No,01= 30 Minutes to 2 Hours,WL6E27,9BNP,TECHSEC,TECHOPS,TECHOPS,Yes,Synchronous,Enabled,0,WL6E27,8CFK.9BNP.EVT.WL6E,0,8CFK.WL6E27,Private IaaS
CDNP.PPNP.RPT,Vega Authentication Service,Pluto Fraud Detection,Vega Authentication Service,Private PaaS,Producer,CDNP,Remote,Public Cloud,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WRX2B,CDNP,TECHRISK,TECHRISK,TECHRISK,Yes,Synchronous,Enabled,Enabled,WL6EX2B,CDNP.PPNP.RPT.WL6E,Normal,CDNP.WL6EX2B,Public Cloud
CDNP.PPNP.RPT,Vega Authentication Service,Pluto Fraud Detection,Pluto Fraud Detection,"Full App Retire, Mainframe",Consumer,PPNP,Remote,Public Cloud,Internal,Confidential,No,No,No,02= 2 Hours to 4 Hours,WL6EX2B,PPNP,TECHCT,TECHRISK,TECHRISK,Yes,Synchronous,Enabled,Enabled,WL6EX2B,CDNP.PPNP.RPT.WL6E,0,CDNP.WL6EX2B,Public Cloud
8BRX.RRFK.LOG,Pluto Fraud Detection,Arcturus Cache Service,Pluto Fraud Detection,Private IaaS,Producer,8BRX,Remote,Public Cloud,Internal,Internal Use,No,No,No,03= 4:01 to 11:59 Hours,WS29,8BRX,TECHCCIBT,TECHCORE,TECHCORE,Yes,Synchronous,Enabled,0,WRX2D,8BRX.RRFK.LOG.WRX2,0,8BRX.WRX2D,Public Cloud
8BRX.RRFK.LOG,Pluto Fraud Detection,Arcturus Cache Service,Arcturus Cache Service,Public Cloud,Consumer,RRFK,Remote,Mainframe,Internal,Restricted,No,No,Yes,04= 12 to 24 Hours,WRX2D,RRFK,TECHOPS,TECHCORE,TECHCORE,Yes,Synchronous,Enabled,Enabled,WRX2D,8BRX.RRFK.LOG.WRX2,Normal,8BRX.WRX2D,Mainframe
PPFK.TTDV.RQST,Neptune Risk Analytics,Jupiter Order Management,Neptune Risk Analytics,Mainframe,Producer,PPFK,Remote,Public Cloud,Internal,Public,Yes,No,Yes,04= 12 to 24 Hours,WL6FX2C,PPFK,TECHSEC,TECHCCIBT,TECHCCIBT,No,Synchronous,Enabled,Enabled,WSX2B,PPFK.TTDV.RQST.WSX2,Normal,PPFK.WSX2B,Public Cloud
PPFK.TTDV.RQST,Neptune Risk Analytics,Jupiter Order Management,Jupiter Order Management,Mainframe,Consumer,TTDV,Remote,Private IaaS,Internal,Restricted,No,No,No,02= 2 Hours to 4 Hours,WSX2B,TTDV,TECHOPS,TECHCCIBT,TECHCCIBT,No,Synchronous,Enabled,0,WSX2B,PPFK.TTDV.RQST.WSX2,Normal,PPFK.WSX2B,Private IaaS
8ANP.UVSM.LOG,Neptune Risk Analytics,Orion Data Warehouse,Neptune Risk Analytics,Mainframe,Producer,8ANP,Remote,Private PaaS,Internal,Confidential,No,Yes,No,01= 30 Minutes to 2 Hours,WL6FX2B,8ANP,TECHCCIBT,TECHOPS,TECHOPS,No,Asynchronous,0,Enabled,WL6GR2C,8ANP.UVSM.LOG.WL6G,Normal,8ANP.WL6GR2C,Private PaaS
8ANP.UVSM.LOG,Neptune Risk Analytics,Orion Data Warehouse,Orion Data Warehouse,Private PaaS,Consumer,UVSM,Remote,Private IaaS,Internal,Internal Use,No,Yes,Yes,04= 12 to 24 Hours,WL6GR2C,UVSM,TECHFIN,TECHOPS,TECHOPS,No,Asynchronous,Enabled,0,WL6GR2C,8ANP.UVSM.LOG.WL6G,0,8ANP.WL6GR2C,Private IaaS
8BDV.RRFK.NTFY,Orion Data Warehouse,Arcturus Cache Service,Orion Data Warehouse,Mainframe,Producer,8BDV,Remote,Mainframe,External,Public,No,No,No,05= 1 to 3 Days,WL6FR2D,8BDV,TECHCT,TECHRISK,TECHRISK,No,Synchronous,0,Enabled,WRX2D,8BDV.RRFK.NTFY.WRX2,0,8BDV.WRX2D,Mainframe
8BDV.RRFK.NTFY,Orion Data Warehouse,Arcturus Cache Service,Arcturus Cache Service,Public Cloud,Consumer,RRFK,Remote,Mainframe,Internal,Restricted,No,No,Yes,04= 12 to 24 Hours,WRX2D,RRFK,TECHOPS,TECHRISK,TECHRISK,No,Synchronous,0,0,WRX2D,8BDV.RRFK.NTFY.WRX2,0,8BDV.WRX2D,Mainframe
AB.QQ.BATCH,OOIKN JIU,Orion Data Warehouse,OOIKN JIU,"Full App Retire, Mainframe",Producer,AB,Remote,Public Cloud,Internal,Internal Use,Yes,No,Yes,05= 1 to 3 Days,WL6FX2A,AB,TECHCCIBT,TECHCORE,TECHCORE,No,Synchronous,0,Enabled,WL6ER2A,AB.QQ.BATCH.WL6E,Normal,AB.WL6ER2A,Public Cloud
AB.QQ.BATCH,OOIKN JIU,Orion Data Warehouse,Orion Data Warehouse,Private PaaS,Consumer,QQ,Remote,Private IaaS,Internal,Internal Use,No,Yes,Yes,01= 30 Minutes to 2 Hours,WL6ER2A,QQ,TECHOPS,TECHCORE,TECHCORE,No,Synchronous,0,Enabled,WL6ER2A,AB.QQ.BATCH.WL6E,Normal,AB.WL6ER2A,Private IaaS
UVDV.QQFK.LOG,Altair Reporting Engine,Sirius Notification Hub,Altair Reporting Engine,Public Cloud,Producer,UVDV,Remote,Mainframe,Internal,Internal Use,No,No,No,00= 0-30 Minutes,WS29,UVDV,TECHCCIBT,TECHCORE,TECHCORE,No,Asynchronous,0,Enabled,WRX2B,UVDV.QQFK.LOG.WRX2,Normal,UVDV.WRX2B,Mainframe
UVDV.QQFK.LOG,Altair Reporting Engine,Sirius Notification Hub,Sirius Notification Hub,"Full App Retire, Mainframe",Consumer,QQFK,Remote,Mainframe,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WRX2B,QQFK,TECHCCIBT,TECHCORE,TECHCORE,No,Asynchronous,0,Enabled,WRX2B,UVDV.QQFK.LOG.WRX2,Normal,UVDV.WRX2B,Mainframe
CDLT.GHLT.SYNC,Pluto Fraud Detection,Spica Reconciliation,Pluto Fraud Detection,"Private IaaS, Private PaaS",Producer,CDLT,Remote,Mainframe,External,Internal Use,No,Yes,Yes,02= 2 Hours to 4 Hours,WL6FX2C,CDLT,TECHCT,TECHCT,TECHCT,No,Asynchronous,0,0,WSR2D,CDLT.GHLT.SYNC.WSR2,Normal,CDLT.WSR2D,Mainframe
CDLT.GHLT.SYNC,Pluto Fraud Detection,Spica Reconciliation,Spica Reconciliation,"Full App Retire, Mainframe",Consumer,GHLT,Remote,Private PaaS,Internal,Restricted,No,No,Yes,01= 30 Minutes to 2 Hours,WSR2D,GHLT,TECHCT,TECHCT,TECHCT,No,Asynchronous,0,Enabled,WSR2D,CDLT.GHLT.SYNC.WSR2,0,CDLT.WSR2D,Private PaaS
EF.YZLT.DAT,Altair Reporting Engine,Fomalhaut Market Data,Altair Reporting Engine,Mainframe,Producer,EF,Remote,Public Cloud,External,Internal Use,Yes,No,No,04= 12 to 24 Hours,WL6ER2A,EF,TECHFIN,TECHCT,TECHCT,Yes,Synchronous,0,Enabled,WS29,EF.YZLT.DAT.WS29,Normal,EF.WS29,Public Cloud
EF.YZLT.DAT,Altair Reporting Engine,Fomalhaut Market Data,Fomalhaut Market Data,"Full App Retire, Mainframe",Consumer,YZLT,Remote,Mainframe,External,Confidential,No,No,No,00= 0-30 Minutes,WS29,YZLT,TECHOPS,TECHCT,TECHCT,Yes,Synchronous,Enabled,0,WS29,EF.YZLT.DAT.WS29,Normal,EF.WS29,Mainframe
YZRX.9ADV.CMD,Canopus Trade Capture,Regulus Position Keeper,Canopus Trade Capture,"Full App Retire, Mainframe",Producer,YZRX,Remote,Mainframe,External,Restricted,Yes,No,No,02= 2 Hours to 4 Hours,WL6FR2D,YZRX,TECHSEC,TECHCORE,TECHCORE,Yes,Synchronous,0,Enabled,WL6EX2B,YZRX.9ADV.CMD.WL6E,Normal,YZRX.WL6EX2B,Mainframe
YZRX.9ADV.CMD,Canopus Trade Capture,Regulus Position Keeper,Regulus Position Keeper,"Private IaaS, Private PaaS",Consumer,9ADV,Remote,Private IaaS,Internal,Public,No,No,Yes,00= 0-30 Minutes,WL6EX2B,9ADV,TECHRISK,TECHCORE,TECHCORE,Yes,Synchronous,Enabled,Enabled,WL6EX2B,YZRX.9ADV.CMD.WL6E,0,YZRX.WL6EX2B,Private IaaS
SSSM.GHRX.LOG,Canopus Trade Capture,Regulus Position Keeper,Canopus Trade Capture,Private PaaS,Producer,SSSM,Remote,Public Cloud,Internal,Internal Use,No,No,No,01= 30 Minutes to 2 Hours,WL6E30,SSSM,TECHSEC,TECHRISK,TECHRISK,No,Asynchronous,Enabled,0,WS29,SSSM.GHRX.LOG.WS29,0,SSSM.WS29,Public Cloud
SSSM.GHRX.LOG,Canopus Trade Capture,Regulus Position Keeper,Regulus Position Keeper,Mainframe,Consumer,GHRX,Remote,Private IaaS,External,Confidential,Yes,No,No,01= 30 Minutes to 2 Hours,WS29,GHRX,TECHOPS,TECHRISK,TECHRISK,No,Asynchronous,Enabled,Enabled,WS29,SSSM.GHRX.LOG.WS29,0,SSSM.WS29,Private IaaS
PPLT.CD.ERR,Jupiter Order Management,Jupiter Order Management,Jupiter Order Management,Mainframe,Producer,PPLT,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WL6EX2C,PPLT,TECHCCIBT,TECHOPS,TECHOPS,No,Asynchronous,Enabled,Enabled,WL6GX2C,PPLT.CD.ERR.WL6G,Normal,PPLT.WL6GX2C,Private IaaS
PPLT.CD.ERR,Jupiter Order Management,Jupiter Order Management,Jupiter Order Management,Public Cloud,Consumer,CD,Remote,Mainframe,Internal,Restricted,No,Yes,No,02= 2 Hours to 4 Hours,WL6GX2C,CD,TECHFIN,TECHOPS,TECHOPS,No,Asynchronous,Enabled,0,WL6GX2C,PPLT.CD.ERR.WL6G,Normal,PPLT.WL6GX2C,Mainframe
GHSM.RRFK.ALERT,Antares Settlement Bus,Arcturus Cache Service,Antares Settlement Bus,"Private IaaS, Private PaaS",Producer,GHSM,Remote,Private IaaS,Internal,Internal Use,No,Yes,No,04= 12 to 24 Hours,WL6E30,GHSM,TECHFIN,TECHRISK,TECHRISK,Yes,Asynchronous,0,Enabled,WRX2D,GHSM.RRFK.ALERT.WRX2,0,GHSM.WRX2D,Private IaaS
GHSM.RRFK.ALERT,Antares Settlement Bus,Arcturus Cache Service,Arcturus Cache Service,Public Cloud,Consumer,RRFK,Remote,Mainframe,Internal,Restricted,No,No,Yes,04= 12 to 24 Hours,WRX2D,RRFK,TECHOPS,TECHRISK,TECHRISK,Yes,Asynchronous,Enabled,Enabled,WRX2D,GHSM.RRFK.ALERT.WRX2,Normal,GHSM.WRX2D,Mainframe
ABRX.SSDV.DAT,Mercury Trade Settlement,OOIKN JIU,Mercury Trade Settlement,Private IaaS,Producer,ABRX,Remote,Private IaaS,External,Restricted,No,No,No,04= 12 to 24 Hours,WR26,ABRX,TECHOPS,TECHOPS,TECHOPS,No,Asynchronous,0,0,WRR2D,ABRX.SSDV.DAT.WRR2,0,ABRX.WRR2D,Private IaaS
ABRX.SSDV.DAT,Mercury Trade Settlement,OOIKN JIU,OOIKN JIU,Private IaaS,Consumer,SSDV,Remote,Mainframe,Internal,Public,No,No,Yes,04= 12 to 24 Hours,WRR2D,SSDV,TECHRISK,TECHOPS,TECHOPS,No,Asynchronous,0,0,WRR2D,ABRX.SSDV.DAT.WRR2,0,ABRX.WRR2D,Mainframe
WXRX.9BFK.RQST,Betelgeuse Event Streamer,Achernar Limit Monitor,Betelgeuse Event Streamer,Mainframe,Producer,WXRX,Remote,Private PaaS,External,Public,No,Yes,No,05= 1 to 3 Days,WRX2A,WXRX,TECHFIN,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,0,WL6E26,WXRX.9BFK.RQST.WL6E,0,WXRX.WL6E26,Private PaaS
WXRX.9BFK.RQST,Betelgeuse Event Streamer,Achernar Limit Monitor,Achernar Limit Monitor,"Full App Retire, Mainframe",Consumer,9BFK,Remote,Private PaaS,External,Internal Use,Yes,No,No,00= 0-30 Minutes,WL6E26,9BFK,TECHFIN,TECHCCIBT,TECHCCIBT,No,Asynchronous,0,0,WL6E26,WXRX.9BFK.RQST.WL6E,Normal,WXRX.WL6E26,Private PaaS
WXNP.IJ.RPT,Aldebaran Rate Engine,Achernar Limit Monitor,Aldebaran Rate Engine,"Private IaaS, Private PaaS",Producer,WXNP,Remote,Private IaaS,External,Confidential,Yes,No,No,04= 12 to 24 Hours,WSX2B,WXNP,TECHCT,TECHCORE,TECHCORE,No,Synchronous,Enabled,Enabled,WL6EX2B,WXNP.IJ.RPT.WL6E,Normal,WXNP.WL6EX2B,Private IaaS
WXNP.IJ.RPT,Aldebaran Rate Engine,Achernar Limit Monitor,Achernar Limit Monitor,"Private IaaS, Private PaaS",Consumer,IJ,Remote,Private IaaS,External,Confidential,No,No,No,00= 0-30 Minutes,WL6EX2B,IJ,TECHOPS,TECHCORE,TECHCORE,No,Synchronous,0,0,WL6EX2B,WXNP.IJ.RPT.WL6E,0,WXNP.WL6EX2B,Private IaaS
TTDV.ABLT.SYNC,Jupiter Order Management,Krypton Payment Gateway,Jupiter Order Management,Mainframe,Producer,TTDV,Remote,Private IaaS,Internal,Restricted,No,No,No,02= 2 Hours to 4 Hours,WSX2B,TTDV,TECHOPS,TECHCT,TECHCT,Yes,Asynchronous,0,0,WRX2A,TTDV.ABLT.SYNC.WRX2,Normal,TTDV.WRX2A,Private IaaS
TTDV.ABLT.SYNC,Jupiter Order Management,Krypton Payment Gateway,Krypton Payment Gateway,Private IaaS,Consumer,ABLT,Remote,Mainframe,External,Public,No,No,No,04= 12 to 24 Hours,WRX2A,ABLT,TECHOPS,TECHCT,TECHCT,Yes,Asynchronous,Enabled,0,WRX2A,TTDV.ABLT.SYNC.WRX2,Normal,TTDV.WRX2A,Mainframe
